"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"L00210DD1992PLC001254","15-07-1992","SHRI ANJANEY AGRO FOODS LIMITED","DORMANT","Public","Company Limited by Shares","12,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"INDUSTRIAL ESTATE, MALALA DIU MALALA DIU Daman and Diu INDIA 362520","Indian Non-Government Company"
"L01122DD1991PLC002959","12-17-1991","MULTIBASE INDIA LIMITED","ACTIVE","Public","Company Limited by Shares","130000000","126200000","Daman and Diu","RoC-Goa","Agriculture and Allied Activities","74/5 6 DAMAN INDUSTRIALESTATE KADAIYAVILLAGE NANIDAMAN UNIONTERITORY Daman and Diu INDIA 396210","Indian Non-Government Company"
"L25206DD1993PLC001470","11-17-1993","PRIMA PLASTICS LIMITED","ACTIVE","Public","Company Limited by Shares","120000000","110004700","Daman and Diu","RoC-Goa","Manufacturing (Metals & Chemicals, and products thereof)","98/4 PRIMA HOUSEDAMAN INDUSTRIAL ESTATE KADAIYA NANI DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"L25209DD1985PLC004694","10-22-1985","FIBERWEB (INDIA) LIMITED","ACTIVE","Public","Company Limited by Shares","200000000","109930930","Daman and Diu","RoC-Goa","Manufacturing (Metals & Chemicals, and products thereof)","AIRPORT ROAD, KADAIYA VILLAGE, NANI DAMAN, DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"L25209DD1988PLC001544","10-7-1988","WIM PLAST LIMITED","ACTIVE","Public","Company Limited by Shares","70000000","60016800","Daman and Diu","RoC-Goa","Manufacturing (Metals & Chemicals, and products thereof)","S. No. 324 / 4 to 7 of Kachigam, Village Kachigam Swami Narayan Gurukul Road Daman Daman and Diu INDIA 396210","Indian Non-Government Company"
"L25209DD1992PLC004656","9-30-1992","TPL PLASTECH LIMITED","ACTIVE","Public","Company Limited by Shares","100000000","78003000","Daman and Diu","RoC-Goa","Manufacturing (Metals & Chemicals, and products thereof)","213, SABARI, KACHIGAM Daman and Diu INDIA 396210","Indian Non-Government Company"
"L25209DD1994PLC001584","9-05-1994","MONALISA INFOTECH LIMITED","DORMANT","Public","Company Limited by Shares","120,000,000.00","87,243,000.00","Daman and Diu","RoC-Goa","Manufacturing (Metals & Chemicals, and products thereof)","PLOT NO 31 DAMAN INDUSTRIALESTATE SOMNATH ROAD DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"L27203DD1989PLC003240","12-20-1989","TIME TECHNOPLAST LIMITED","ACTIVE","Public","Company Limited by Shares","325000000","210117750","Daman and Diu","RoC-Goa","Manufacturing (Metals & Chemicals, and products thereof)","OFFICE NO. 213, SABARIAPARTMENT, BUILDING NO. 1, SURVEY NO. 387,DUNGRI FALIA, KACHIGAM DAMAN UT Daman and Diu INDIA 396210","Indian Non-Government Company"
"L65921DD1994PLC001678","10-17-1994","COMFORT INTECH LIMITED","ACTIVE","Public","Company Limited by Shares","400000000","319938080","Daman and Diu","RoC-Goa","Finance","106AVKAR ALGANI NAGAR KALARIA DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"L67120DD1987PLC002395","8-24-1987","PSL LIMITED","ACTIVE","Public","Company Limited by Shares","1800000000","989352520","Daman and Diu","RoC-Goa","Finance","KACHIGAM DAMAN Union Territory of Daman and Diu Daman and Diu INDIA 396210","Indian Non-Government Company"
"L67120DD1995PLC002624","2-14-1995","SHUKRA BULLIONS LIMITED","ACTIVE","Public","Company Limited by Shares","55000000","50130500","Daman and Diu","RoC-Goa","Finance","CHIRAG INDUSTRIAL ESTATESOMNATH ROAD DAMAN (U T) DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"L74950DD2005PLC003775","1-7-2005","RADHA MADHAV CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","690000000","628422750","Daman and Diu","RoC-Goa","Business Services","SURVEY NO 50/9 ADAMAN INDUSTRIAL ESTATE VILLAGE KADAIYA NANI DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U00006DD1971PTC000120","18-06-1971","UMESH FISHERIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","265,000.00",NA,"Daman and Diu","RoC-Goa",NA,"MAIN ROAD, DAMAN,VIA VAPI. VIA VAPI. Daman and Diu INDIA","Indian Non-Government Company"
"U00064DD1988PTC000925","22-11-1988","PRECIOUS PLASTICS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,400,000.00",NA,"Daman and Diu","RoC-Goa",NA,"MAHARANI INDUSTRIAL ESTATEBUILDING NO.4 GALA NO.1 DABHEL DAMAN DABHEL DAMAN Daman and Diu INDIA","Indian Non-Government Company"
"U00200DD1975PTC000241","6-09-1975","DAMAN AUTO INDUSTRIES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"A2-4, DAMAN INDUSTRIAL ESTATE,DAMAN. DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00204DD1992PLC001232","11-05-1992","DAMAN AGRO FOODS LIMITED.","STRIKE OFF","Public","Company Limited by Shares","10,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"757/3,SOMNATH ROAD,DHABEL,DAMAN-396210 DAMAN-396210 Daman and Diu INDIA","Indian Non-Government Company"
"U00221DD1992PTC001263","6-08-1992","KRIMPI DISTILLERY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00",NA,"Daman and Diu","RoC-Goa",NA,"KRIMPI DISTILLERY,PLOT NO. 34,36 SUPREME INDUSTRIAL ESTATE, BHIMPORE NANI DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00261DD1995PTC001772","7-02-1995","OCEANIC NETS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","10,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"SHED NO.A-1,GDDIDC INDUSTRIALESTATE, DAMAN. ESTATE, DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00284DD1982PTC000495","10-08-1982","M.R.CLOSURES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Daman and Diu","RoC-Goa",NA,"A 2/7 DAMAN INDUSTRIAL ESTATESOMNATH ROAD DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00304DD1979PTC000367","28-05-1979","SPARTACUS PHARMACEUTICALS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Daman and Diu","RoC-Goa",NA,"VARKUND SUNNAT VAL JAMMATKHADAKI VAD NEAR TAXI STAND, NANI DAMAN, Daman and Diu INDIA","Indian Non-Government Company"
"U00304DD2003PTC003307","10-10-2003","SOFTECH PHARMA PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","10,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"SURVEY NO. 708/6,SOMNATH ROAD, BEHIND SOMNATH TEMPLE, DABHEL, NANI DAMAN 396 215 Daman and Diu INDIA","Indian Non-Government Company"
"U00313DD1982PTC000517","31-12-1982","KHIVRAJ METALS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Daman and Diu","RoC-Goa",NA,"A-2/7, DAMAN INDUSTRIALESTATE, SOMNATH ROAD, DAMAN. DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00313DD1988PTC000920","31-10-1988","PRITI PLASTICS PRIVATE LIMITED","AMALGAMATED","Private","Company Limited by Shares","10,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"688/8, SIDDHI VINAYAKINDUSTRIAL ESTATE, SOMNATH ROAD, DAMAN 396 210. Daman and Diu INDIA","Indian Non-Government Company"
"U00313DD1988PTC000932","7-12-1988","KEIFEL PLASTICS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,400,000.00",NA,"Daman and Diu","RoC-Goa",NA,"MAHARANI INDUSTRIAL ESTATE,BUILDING NO. 2,3,4 GALA 323, DEPHEL DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00313DD1988PTC000933","7-12-1988","GEETA PLASTICS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,400,000.00",NA,"Daman and Diu","RoC-Goa",NA,"MAHARANI INDUSTRIAL ESTATE,BUILDING NO. 3,4 GALA NO.464, DAPHEL DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00313DD1997PTC002474","4-12-1997","CREATIVE PLASTICS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","44,000.00",NA,"Daman and Diu","RoC-Goa",NA,"NATIONAL HOUSE,SOMNATH ROAD, DANJEL, NANI DAMAN DAMAN (U.T.) Daman and Diu INDIA","Indian Non-Government Company"
"U00329DD1975PLC000243","6-09-1975","REMS AUTO ENGINEERS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"A2-4, DAMAN INDUSTRIAL ESTATE,DAMAN. DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00330DD1995PLC001901","20-07-1995","ETCETRA LIFESTYLE LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","5,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"PLOT SURVEY NO: 375/10KACHIGAM VILLAGE,KACHIGAM ZARY CAUSEWAY ROAD, NANI DAMAN-396 210. Daman and Diu INDIA","Indian Non-Government Company"
"U00332DD1989PLC000948","28-02-1989","UNIK METAL EXTRUSIONS LIMITED","STRIKE OFF","Public","Company Limited by Shares","5,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"27, DAMAN-VAPI ROAD,OPP. SAGAR SAMRAT, KHARIWAD, DAMAN Daman and Diu INDIA","Indian Non-Government Company"
"U00335DD1989PTC000989","10-08-1989","ROMALIUM ANODES (DAMAN) PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Daman and Diu","RoC-Goa",NA,"13/4,RINGANWADA,NEXT TO KRUPAPOLYFILM,NANI DAMAN Daman and Diu INDIA","Indian Non-Government Company"
"U00336DD1987PLC001133","22-04-1987","METADUST (INDIA) LIMITED","AMALGAMATED","Public","Company Limited by Shares","1,500,000.00",NA,"Daman and Diu","RoC-Goa",NA,"PLOT NO. 723/5A SOMNATH ROAD,DAMAN VILLAGE DABHEL DAMAN. DAMAN VILLAGE DABHEL, DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00339DD1975PLC000242","6-09-1975","KINGS ELECTROPLATING AND AUTO ENGINEERS LIMITED","LIQUIDATED","Public","Company Limited by Shares","1,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"A2-4, DAMAN INDUSTRIAL ESTATE,DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00349DD1987PLC002394","24-08-1987","PSL INTERNATIONAL LIMITED","AMALGAMATED","Public","Company Limited by Shares","250,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"KACHIGAM, NANI DAMAN UNIONTERRITORY OF DAMAN & DIU. TERRITORY OF DAMAN & DIU. Daman and Diu INDIA","Indian Non-Government Company"
"U00355DD1996PLC002209","25-10-1996","TRANS CONSUMER PRODUCTS LIMITED.","STRIKE OFF","Public","Company Limited by Shares","2,500,000.00",NA,"Daman and Diu","RoC-Goa",NA,"23, BHARAT INDUSTRIAL ESTATE,BHIMPORE, DAMAN DAMAN Daman and Diu INDIA","Indian Non-Government Company"
"U00360DD1994PLC001532","22-02-1994","ANCHOR ELECTRICALS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","10,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"SUPREME INDUSTRIAL ESTATE,PLOT NO.4, PATALIA ROAD, BHIMPORE, DAMAN. 396 210. BHIMPORE, DAMAN. 396 210. Daman and Diu INDIA","Indian Non-Government Company"
"U00364DD1992PLC001265","11-08-1992","CELLO APPLIANCES LIMITED.","STRIKE OFF","Public","Company Limited by Shares","5,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"PLOT NO. 717/1,2,3,SOMNATH ROAD, DHABEL, DAMAN (UT) 396210. Daman and Diu INDIA","Indian Non-Government Company"
"U00367DD1995PTC001943","10-10-1995","ACMA COMPUTERS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00",NA,"Daman and Diu","RoC-Goa",NA,"OPP. RASMITILES,VAPI DAMAN ROAD, DABHEL, DAMAN. DABHEL, DAMAN. Daman and Diu INDIA","Indian Non-Government Company"
"U00370DD1996PTC002164","20-08-1996","VIKING INDUSTRIAL PRODUCTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","3,000,000.00",NA,"Daman and Diu","RoC-Goa",NA,"SHAKTI MAHALOPP. HOTEL MIRAMAR DAMAN Daman and Diu INDIA","Indian Non-Government Company"
"U00432DD2006PTC004406","2-7-2006","WIND WORLD WIND FARMS (NETTUR) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","75000000","69000000","Daman and Diu","RoC-Goa",NA,"PLOT NO. 33, DAMAN PATALIAROAD, BHIMPORE, DAMAN 396 210 DAMAN 396 210 Daman and Diu INDIA","Indian Non-Government Company"
"U00894DD1993PTC001372","15-06-1993","OTTO TECNO CONSULTANTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Daman and Diu","RoC-Goa",NA,"H.NO.DCM-8-323,NEAR OLDTELEPHONE EXCHANGE, NANI DAMAN-396 210. Daman and Diu INDIA","Indian Non-Government Company"
"U01058DD1990PTC001058","20-07-1990","NASSERVANJI LIQUORS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","100,000.00","100,000.00","Daman and Diu","RoC-Goa",NA,"MAINROAD DAMAN Daman and Diu INDIA 369210","Indian Non-Government Company"
"U01122DD1989PTC003248","5-12-1989","GURU SYNTHETICS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","5,000,000.00","5,000,000.00","Daman and Diu","RoC-Goa","Agriculture and Allied Activities","SURVEY NO. 757/7& 8,VILLAGE DABHEL, DAMAN (U.T.) Daman and Diu INDIA","Indian Non-Government Company"
"U01122DD1994PLC001596","5-24-1994","SHINGAR LIMITED","ACTIVE","Public","Company Limited by Shares","250000000","54066000","Daman and Diu","RoC-Goa","Agriculture and Allied Activities","Gala No. 08, Mahavir Industrial Estate, Somnath, Daman Daman and Diu INDIA 396210","Indian Non-Government Company"
"U01122DD2003PTC003276","8-14-2003","TIME MAUSER INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","175000000","171450000","Daman and Diu","RoC-Goa","Agriculture and Allied Activities","205, SABARI APARTMENTSECOND FLOOR, BUILDING NO. 1 SURVEY NO 387 KACHIGAM DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U01122DD2005PLC004015","5-3-2005","PERFUNOVA (INTERNATIONAL) LIMITED","ACTIVE","Public","Company Limited by Shares","20000000","511000","Daman and Diu","RoC-Goa","Agriculture and Allied Activities","KACHIGAM DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U01122DD2005PTC004108","8-08-2005","GOA COMMUNICATION AND CONSULTANCY SERVICES PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","100,000.00","100,000.00","Daman and Diu","RoC-Goa","Agriculture and Allied Activities","1ST FLOOR PRISTONIA CHAMBERSABOVE LILY GARMENTS NEW MARKET MARGAO GOA Daman and Diu INDIA 396210","Indian Non-Government Company"
"U01122DD2010PTC004681","2-1-2010","DHRUV AGRICULTURES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100000","100000","Daman and Diu","RoC-Goa","Agriculture and Allied Activities","105, PUSHPANAJALI APPARTMENT, SAI KRUPA SOCIETY NO. 4, AIRPORT ROAD NANI DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U01144DD1991PTC001144","11-07-1991","DEVILABEN MOTELS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","27,200.00","Daman and Diu","RoC-Goa",NA,"HOUSE NO 342/4KHADIWAR NANI DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U01390DD1993PTC001390","8-07-1993","SUNIT LABELS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,500,000.00","4,000.00","Daman and Diu","RoC-Goa",NA,"T/8 PRAGATI INDUSTRIALESTATE OPP 66 KVA STATION SILVASA Daman and Diu INDIA 396230","Indian Non-Government Company"
"U01451DD1993PTC001451","10-20-1993","DHANI HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10000000","7420000","Daman and Diu","RoC-Goa",NA,"MAHARAJA SUPER MARKETOPP POLICE TATION NANI DAMAN U T OF DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U02001DD1995PLC001780","20-02-1995","TRANS ORCHARDS LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","1,000.00","Daman and Diu","RoC-Goa","Agriculture and Allied Activities","23 BHARAT INDUSTRIAL ESTATEBHIMPORE DAMAN DAMAN Daman and Diu INDIA","Indian Non-Government Company"
"U02060DD1996PTC002060","11-03-1996","ADVANCE SYSTEMS TECHNOLOGY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","5,000.00","Daman and Diu","RoC-Goa",NA,"A/1/1, GDDIDC INDUSTRIALESTATE, DAMAN DAMAN (VIA VAPI) Daman and Diu INDIA 396210","Indian Non-Government Company"
"U02246DD1997PTC002246","6-01-1997","CONSOLIDATED DISTRIBUTORS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","10,000,000.00","4,750,000.00","Daman and Diu","RoC-Goa",NA,"SURVEY NO 52/1 52/2 DAMANINDUSTRIAL ESTATENEAR JAISHIN WIRE KADAYA, DISTBHIMPOR DAMAN (U T) Daman and Diu INDIA 396210","Indian Non-Government Company"
"U02545DD1998PTC002545","1-04-1998","MAGNUM PORT AND TECHNICAL SERVICES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","100,000.00","200","Daman and Diu","RoC-Goa",NA,"HOTEL S K AGARWALAASHIRWAD COMPLEX SEA FACE ROAD NANI DAMAN DAMAN U T Daman and Diu INDIA","Indian Non-Government Company"
"U02551DD1998PTC002551","28-04-1998","SALT REFINERS AND PROJECT SERVICES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","100,000.00","2,000.00","Daman and Diu","RoC-Goa",NA,"DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U02582DD1998PTC002582","30-07-1998","JACCUZI PHARMA AND DRUGS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","10,000,000.00","100,000.00","Daman and Diu","RoC-Goa",NA,"OPP. BUS STAND,SOMNATH DABHEL DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U02627DD1998PTC002627","11-19-1998","HOTEL SEA VIEW PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","40000000","32400000","Daman and Diu","RoC-Goa",NA,"TEENBATTI NANI DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U05000DD2015PTC004756","2-20-2015","CRUSTACE SEAFOOD PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","12000000","100000","Daman and Diu","RoC-Goa","Agriculture and Allied Activities","1ST FLOOR, SHREE SAGAR DEVELOPERS JULAM BAUG,MOTI DAMAN DAMAN Daman and Diu INDIA 396220","Indian Non-Government Company"
"U10102DD2006PTC004651","28-12-2006","BIO COAL ENERGY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00","100,000.00","Daman and Diu","RoC-Goa","Mining & Quarrying","HOUSE NO. - 1101, MAYAVANSHI FALIA, AMBICA NAGAR, DUNETHA, NANI DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U14200DD2008PTC004716","4-7-2008","METAL HOLDINGS INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","30000000","20350000","Daman and Diu","RoC-Goa","Mining & Quarrying","F-105, Pushpanjali Apartment Nani Daman Daman and Dui Daman and Diu INDIA 396210","Indian Non-Government Company"
"U15124DD2004PTC003440","25-03-2004","MAHALAXMI AQUACULTURE PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","100,000.00","100,000.00","Daman and Diu","RoC-Goa","Manufacturing (Food stuffs)","H NO 2867KHAJURIA STREET VANAKBARA DIU (UT) Daman and Diu INDIA 362520","Indian Non-Government Company"
"U15132DD1994PLC001618","6-27-1994","TRANS AGROTECH LIMITED","ACTIVE","Public","Company Limited by Shares","42500000","33500700","Daman and Diu","RoC-Goa","Manufacturing (Food stuffs)","23 BHARATINDUSTRIES ESTATE BHIMPORE DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U15139DD1994PLC001686","31-10-1994","TRANS FROZEN FOODS LIMITED","STRIKE OFF","Public","Company Limited by Shares","2,500,000.00","100","Daman and Diu","RoC-Goa","Manufacturing (Food stuffs)","23 BHARATINDUSTRIAL ESTATE BHIMPORE DAMAN (UT) Daman and Diu INDIA","Indian Non-Government Company"
"U15141DD1995PLC001975","24-11-1995","METRO OIL MANUFACTURING LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00","4,000.00","Daman and Diu","RoC-Goa","Manufacturing (Food stuffs)","106 AVKARALGANI NAGAR KALARIA DAMAN (U.T.) Daman and Diu INDIA","Indian Non-Government Company"
"U15201DD1995PLC001781","20-02-1995","TRANS DAIRY PRODUCTS LIMITED","STRIKE OFF","Public","Company Limited by Shares","1,000,000.00","700","Daman and Diu","RoC-Goa","Manufacturing (Food stuffs)","23 BHARAT INDUSTRIAL ESTATEBHIMPORE DAMAN Daman and Diu INDIA 396321","Indian Non-Government Company"
"U15511DD1985PTC000649","11-18-1985","JUPITER DISTILLERY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2500000","100000","Daman and Diu","RoC-Goa","Manufacturing (Food stuffs)","KATHIRIANANI DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U15511DD1986PTC000674","4-9-1986","ROYAL DISTILLERY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2500000","1641000","Daman and Diu","RoC-Goa","Manufacturing (Food stuffs)","RINGANWADAKACHIGAM ROAD DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U15511DD1993PTC001431","9-9-1993","KHEMANI DISTILLERIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","50000000","11500000","Daman and Diu","RoC-Goa","Manufacturing (Food stuffs)","RINGANWADAKACHIGAM ROAD, DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U15511DD1994PTC001607","16-06-1994","ROLEX DISTILLERIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","200","Daman and Diu","RoC-Goa","Manufacturing (Food stuffs)","9 KANIYAKUMARISARVODAYA SOCIETY TIN PATTI NANI DAMAN Daman and Diu INDIA","Indian Non-Government Company"
"U17111DD1987PTC000706","30-01-1987","SHAH THREADS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","2,000.00","Daman and Diu","RoC-Goa","Manufacturing (Textiles)","AVKAR BUILDING FLAT NO 1011ST FLOOR OPP KALIVIA CHECK POST SOMNATH ROAD DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U17119DD1978PTC000006","17-04-1978","DOSHI LEATHER CLOTH MANUFACTURING CO.PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","100,000.00",NA,"Daman and Diu","RoC-Goa","Manufacturing (Textiles)","46A-47A, INDUSTRIAL ESTATE,SILVASSA DADRA NAGAR HAVELI. Daman and Diu INDIA","Indian Non-Government Company"
"U17231DD1999PLC004705","11-1-1999","DAMAN POLYTHREAD LIMITED","ACTIVE","Public","Company Limited by Shares","45000000","20365400","Daman and Diu","RoC-Goa","Manufacturing (Textiles)","PLOT NO.732-736, OPP-RINGANWADA GOVT-SCHOOL, VILLAGE : DABHEL, NANI DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U17297DD2010PTC004687","9-27-2010","MGM METALLISERS INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","25500000","12698900","Daman and Diu","RoC-Goa","Manufacturing (Textiles)","SURVEY No.168/74 & 63, DABHEL IND. CO-OP. SOCIETY LIMITED, VILLAGE DABHEL, NANI DAMAN DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U18101DD1994PLC001659","23-09-1994","LA-ARIJO ATTIRE MANUFACTURERS LIMITED","STRIKE OFF","Public","Company Limited by Shares","60,000,000.00","17,605,000.00","Daman and Diu","RoC-Goa","Manufacturing (Textiles)","2/4, GOLDEN INDUSTRIAL ESTATE, SOMNATH ROAD, DAMAN DAMAN Daman and Diu INDIA","Indian Non-Government Company"
"U18101DD1995PTC001770","2-1-1995","ABIAS EXPORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3500000","100000","Daman and Diu","RoC-Goa","Manufacturing (Textiles)","2ND FLOOR, DHARMESHAPARTMENTS, TEEN BATTI, DEOKA ROAD, DAMAN. DAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U18101DD2001PTC002958","2-27-2001","AVI GLOBAL PLAST PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20000000","7048760","Daman and Diu","RoC-Goa","Manufacturing (Textiles)","SURVEY NO. 266/4/5/6 VILLAGE DUNETHA, BHENSLORE NANIDAMAN Daman and Diu INDIA 396210","Indian Non-Government Company"
"U18209DD1986PTC000694","7-10-1986","KRISHNA LEATHER INDUSTRIES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,500,000.00","1,570,000.00","Daman and Diu","RoC-Goa","Manufacturing (Textiles)","KRISHNA KUNJ5TH OCTOBER ROAD DAMAN DAMAN (U T) Daman and Diu INDIA 396210","Indian Non-Government Company"
